FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A535CEF231BD42406567768262D74B40.jpg	пучковатая форма, нет конуса - дерево не хвойное
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FDBBE3B923C942406E84A86F97DA4B40.jpg	широкие, разветвленные структуры ветвей - хвойное дерево
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FE56FCF03DC3424023B72E4EDFE44B40.jpg	это хвойное дерево - в тени видна характерная пирамидальная форма кроны
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FF9AA4E006CD42401F4DF5643EE04B40.jpg	здесь хвойное дерево - они чаще образуют окружности при виде сверху
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A545D191C9CC424039D55F513FE24B40.jpg	на этом снимке характерные для лиственного дерева ветви, раскинутые в разные стороны
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A555AE69BE403E4056279FD20CFC4D40.jpg	дерево лиственное - отчетливо видно плоские листья
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FBBD121D098E4840EC878CD29BE54B40.jpg	хвойное дерево - силует окружности и форма конуса
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A53A8C65D4B14E4073BFB5A648974B40.jpg	лиственное дерево - видим объемные ветви с плоскими листями
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FE330EEBC9D34240C22156AAC4E14B40.jpg	хвойное дерево - пирамидальная форма кроны
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A55BB1EAEC613E40D3CDE4EC74F94D40.jpg	лиственное дерево - крона сверху обычно имеет широкую и округлую форму, что создает густую и прямоугольную структуру
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A564555E54C64240629E868975E04B40.jpg	лиственное дерево - характерная пучковатая форма
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FE28A8B0ABF64B40A02C84EEF55B4B40.jpg	хвойное дерево - отчетливо видны ветви с иголками и пирамидальная форма
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FF73DA4B81433E405C62580A30024E40.jpg	форма тени не оставляет сомнений, что это хвойные деревья
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FF890BEC63D14240EDEDD34719EA4B40.jpg	Вертикальные побеги - молодые побеги могут расти вверх, создавая интересный контраст с горизонтальными ветвями
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FF2861DBDFC3424085C5644E70E44B40.jpg	хвойное дерево - на изображении просматривается форма конуса
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FB71CBACBDF94B405BA3466A5F5D4B40.jpg	На фото изображено хвойное дерево, так как у него видны игольчатые листья.
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FBDCEAE8A1CE4240CE2A365D44E04B40.jpg	крона имеет характерную коническую форму, что часто встречается у хвойных пород.
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A55EB507A1E0424061ADE9604EDD4B40.jpg	 на изображении видны широкие листья с прожилками, расположенные на ветвях, формирующих округлую крону, что характерно для лиственных пород.
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A55D70F9D4413E40F4E93C204CF24D40.jpg	 не хвойное дерево, потому что, несмотря на мелкую структуру листьев, они не образуют отчетливых иголок, а скорее напоминают чешуйки или плоские веточки, характерные для некоторых лиственных кустарников или молодых деревьев.
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A5455F3C61553E401B674567E8FA4D40.jpg	видны листья округлой формы и нет явных признаков иголок или чешуйчатой хвои
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FA72182CD2553E40F954B3A630FE4D40.jpg	 наличием игольчатой хвои, которая густо покрывает ветви и создает характерную текстуру кроны, а также конической формой самого дерева, типичной для многих хвойных пород.
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A5315A4755B24E40A64D30F764974B40.jpg	Это не хвойное дерево, потому что на нем отчетливо видны плоские, широкие листья, расположенные на ветвях, образующих пышную крону, характерную для лиственных пород
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FC8A72BF7C4D3E4098BB619EBFF84D40.jpg	ветви покрыты короткими, тонкими иглами, образующими плотную, пушистую текстуру кроны, общий силуэт дерева напоминает конус или пирамиду.
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FCD0E12EB6CB4240BB4DF20230DD4B40.jpg	имеет характерную конусообразную форму кроны, а текстура листьев напоминает мелкую хвою
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A540F2103E573E4080A5E6B797094E40.jpg	видны широкие листья и отсутствуют иголки, а форма кроны и текстура листьев характерны для лиственных пород растений.
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FB3510CDE7CE4240AA180A7F96DE4B40.jpg	видны характерные игольчатые листья, собранные в пучки и радиально расходящиеся от ветвей
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FF7F6EF875CF4240FCB8478064E04B40.jpg	крона имеет коническую или пирамидальную форму, а текстура поверхности подразумевает наличие мелких, плотно расположенных листьев, похожих на хвою
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FC4AF4EDB5773E4056D68CC5DCF14D40.jpg	отчетливо видна игольчатая хвоя, покрывающая ветви
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A53B22BB9FD24240CB80FA69B8E04B40.jpg	видны широкие, плоские листья с видимыми прожилками, характерными для лиственных пород
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FBCF5803AD6D3E40FD53DF3669F74D40.jpg	видны элементы, напоминающие по форме и расположению иголки или чешуйчатую хвою, а также общая текстура кроны характерна для некоторых хвойных пород.
